Country,Year,Primary Completion Rate (%),Upper Secondary Completion Rate (%),Lower Secondary Completion Rate (%),Primary Enrollment rate (% gross),Secondary Enrollment rate (% gross),Tertiary Enrollment rate (% gross)
ITA,2010,104.2058,,,102.99371,102.90382,65.7743
ITA,2011,105.36386,81.07,99.1,102.50435,103.33157,65.56312
ITA,2012,101.41619,,,101.29194,102.03334,64.13355
ITA,2013,100.35933,85.01,98.09,101.89729,102.40899,62.29616
ITA,2014,100.11274,83.27,98.97,101.15142,102.28106,61.70275
ITA,2015,99.80955,,,100.38675,102.25627,60.93946
ITA,2016,97.74971,,,99.42546,101.66235,60.93733
ITA,2017,98.81698,,,101.87936,101.27041,61.933
ITA,2018,97.64672,,,101.24795,101.3531,64.29162
ITA,2019,97.63696,,,100.96934,101.18826,66.0516
ITA,1998,,,,101.44369,90.62778,48.31265
ITA,2020,,,,99.80408,100.91136,69.46528
JPN,1998,99.95569,,,98.03915,99.29642,44.55702
JPN,1999,99.13717,,,97.792,99.15789,46.22626
JPN,1995,,,,99.83135,99.63805,39.11059
JPN,1996,,,,99.47917,99.77099,
JPN,1997,,,,98.55302,,
JPN,2013,,,,100.26113,101.55501,62.11674
JPN,2014,,,,99.5687,101.41521,62.94143
JPN,2015,,,,98.82829,102.16774,63.25098
JPN,2016,,,,98.24278,102.37202,63.58444
JPN,2017,,,,97.71049,102.49451,63.80704
JPN,2018,,,,97.58688,101.95415,64.10384
JPN,2019,,,,97.78883,100.8712,64.61712
LVA,1995,72.87878,,,84.62649,88.86935,22.76615
LVA,1996,73.0153,,,89.53882,87.0785,26.86086
LVA,1997,87.05334,,,94.51179,85.36919,33.2554
LVA,1999,95.4752,,,100.42683,87.32855,50.73215
LVA,2000,99.42995,,,101.69978,90.06597,56.2438
LVA,2001,100.46699,,,103.41183,92.85581,63.49176
LVA,2002,99.56718,,,104.02027,95.29273,67.8093
LVA,2003,101.00831,,,105.01615,96.53779,71.03424
LVA,2004,104.95696,,,105.49058,99.29524,74.60856
LVA,2005,102.00335,78.14,57.21,104.84398,102.68632,75.4192
LVA,2006,102.69388,,,104.26199,103.9654,74.59651
LVA,2007,101.66496,,,104.21336,103.92124,73.0433
LVA,2008,102.37862,,,103.5486,104.89757,72.36354
LVA,2009,101.09027,,,102.9181,99.4204,73.05489
LVA,2010,102.19276,,,102.9586,102.82216,69.05104
LVA,2011,99.76601,77.83,96.49,102.28565,105.56579,67.95347
LVA,2012,98.53287,,,101.04871,106.3448,66.64355
LVA,2013,99.41633,85.58,98.2,100.38627,114.77681,69.0766
LVA,2014,100.35784,83.78,98.77,99.85282,113.70693,70.89794
LVA,2015,100.01095,,,99.39332,112.35665,74.29988
LVA,2016,98.0601,,,99.19855,111.29681,80.60481
LVA,2017,99.31181,,,99.36784,110.72325,88.05743
LVA,2018,98.39914,,,99.61439,109.1557,93.02448
LVA,2019,98.30753,,,99.98344,107.60246,94.86453
LVA,1998,,,,96.51265,86.8296,42.75383
LVA,2020,,,,99.83285,105.95628,94.51083
LTU,1995,93.30351,,,98.89486,84.23988,26.29737
LTU,1996,97.65048,,,100.15539,87.64799,28.48907
LTU,1997,99.32897,,,101.02773,90.69736,32.47757
LTU,1999,101.05226,,,102.84044,94.21491,44.62775
LTU,2000,101.90319,,,103.14423,96.91569,50.89682
LTU,2001,102.72063,,,103.1488,99.62364,57.34761
LTU,2002,102.56753,,,103.10415,102.29171,63.07008
LTU,2003,101.36677,,,102.96309,105.02017,69.63042
LTU,2004,103.25766,,,103.97029,103.00954,74.90138
LTU,2005,102.04354,83.45,98.97,102.84456,104.49724,79.72981
LTU,2006,102.38199,,,102.02875,107.00485,82.45318
LTU,2007,104.21471,,,101.10445,106.92929,82.51583
LTU,2008,98.42683,,,99.49927,106.10878,85.74509
LTU,2009,99.07627,,,99.94983,104.75588,89.25217
LTU,2010,99.36398,,,100.4215,105.06827,86.57257
LTU,2011,99.09666,85.05,98.23,101.25184,106.00816,84.05559
LTU,2012,101.10349,,,101.85441,106.17351,79.75163
LTU,2013,101.388,91.74,98.49,101.75458,108.99441,73.5332
LTU,2014,100.75017,89.04,98.4,101.57557,108.18478,70.40061
LTU,2015,100.73502,,,102.08926,107.67293,69.74054
LTU,2016,101.88998,,,102.8918,107.42977,71.11852
LTU,2017,102.00116,,,103.87475,108.40176,72.41746
LTU,2018,104.2856,,,104.26534,108.23794,73.7303
LTU,2019,104.26027,,,102.99238,108.44551,72.00897
LTU,1998,,,,100.09006,92.61846,38.67401
LTU,2020,,,,102.76457,108.7279,70.7869
LUX,2010,84.28455,,,97.56551,101.29066,18.26521
LUX,2011,84.36893,76.96,90.97,96.55315,101.02246,
LUX,2012,85.84982,,,97.17509,100.36072,19.4322
LUX,2013,82.23399,74.09,90.86,96.83534,102.73632,
LUX,2014,79.67519,69.16,90.46,97.52305,102.70839,
LUX,2015,79.15052,,,98.97225,102.31936,19.77631
LUX,2016,79.07543,,,100.78979,103.66516,19.56393
LUX,2017,80.28714,,,102.28595,103.65505,19.15177
LUX,2018,79.64602,,,103.27634,104.30048,18.59047
LUX,2019,82.21828,,,104.65446,104.69539,18.43
LUX,2005,,73.8,90.32,100.80898,95.36266,
LUX,1995,,,,95.50376,82.87055,7.3809
LUX,1996,,,,95.50662,88.04383,8.09228
LUX,1997,,,,95.11339,90.09167,8.51562
LUX,1998,,,,94.75021,90.65243,8.99352
LUX,1999,,,,99.79086,97.3968,10.05715
LUX,2000,,,,100.14192,97.06419,9.81474
LUX,2001,,,,100.12943,97.23677,10.21577
LUX,2002,,,,100.31602,96.25859,11.85147
LUX,2003,,,,99.41079,96.1103,12.18662
LUX,2004,,,,100.1534,95.46379,
LUX,2006,,,,101.46625,95.90557,10.3312
LUX,2007,,,,101.52278,96.71695,
LUX,2008,,,,100.57301,97.48297,10.60734
LUX,2020,,,,105.65173,107.18217,19.19843
MEX,1995,93.9061,,,109.43838,58.89296,15.44539
MEX,1996,95.01627,,,108.69319,61.08743,16.57881
MEX,1997,95.20601,,,108.58006,63.43072,17.18595
MEX,1999,95.76797,,,108.59282,69.20177,19.28018
MEX,2000,96.64558,32.63,67.16,108.99793,71.76503,20.49101
MEX,2001,97.434,,,109.07219,73.43567,21.26292
MEX,2002,99.04663,38.72,73.5,109.425,76.00561,22.10585
MEX,2003,98.93366,,,109.50614,79.86403,22.88397
MEX,2004,100.29503,40.85,74.64,108.99918,81.42749,23.66081
MEX,2005,100.57364,,,108.60084,82.30408,24.2164
MEX,2006,100.8882,43.66,77.71,108.17477,84.0856,24.79043
MEX,2007,101.96069,,,108.79971,84.90705,25.42106
MEX,2008,101.29036,45.34,79.86,109.42442,86.42753,26.11203
MEX,2009,99.82452,,,110.54528,85.93801,26.58673
MEX,2010,100.23939,48.29,81.42,110.63349,87.06992,27.56347
MEX,2011,100.19753,,,110.54076,88.19018,28.3415
MEX,2012,106.01101,50.9,84.82,110.41345,90.6672,29.47184
MEX,2013,109.42504,,,109.44148,93.32755,30.30004
MEX,2014,110.50884,52.31,86.28,108.00575,97.34338,31.09414
MEX,2015,104.90982,,,106.60611,100.83274,31.81904
MEX,2016,103.96939,52.80169,87.67088,106.27773,102.40406,38.43338
MEX,2017,104.09784,,,105.77001,104.38503,40.22896
MEX,2018,102.25589,58.73,88.56,105.02807,105.10336,41.5228
MEX,2019,102.46554,,,104.65582,104.64724,42.8307
MEX,1998,,,,108.35163,67.05234,18.23563
MEX,2020,,,,103.69205,101.8353,44.80859
NLD,2005,,76.57,96.72,106.73933,118.37361,58.68984
NLD,2011,,75.78,94.97,107.49659,128.17912,75.87855
NLD,2013,,78.47,95.22,,,
NLD,2014,,79.07,94.12,,,
NLD,1995,,,,107.2268,139.69827,47.4652
NLD,1996,,,,107.35431,137.37646,48.11751
NLD,1997,,,,107.68104,130.37103,47.41347
NLD,1998,,,,108.17529,127.20992,47.94746
NLD,1999,,,,108.08065,122.75279,49.80249
NLD,2000,,,,107.98899,122.41854,52.28482
NLD,2001,,,,107.59439,122.84748,54.19206
NLD,2002,,,,107.4584,120.76194,55.19102
NLD,2003,,,,107.49457,120.87753,55.74325
NLD,2004,,,,106.8912,118.17799,56.97796
NLD,2006,,,,107.04435,118.60428,59.65945
NLD,2007,,,,107.72906,119.47656,59.94198
NLD,2008,,,,108.27075,120.44203,60.33618
NLD,2009,,,,108.4438,120.60619,61.16703
NLD,2010,,,,108.27608,122.07911,63.71602
NLD,2012,,,,105.83011,110.11126,76.60667
NLD,2015,,,,102.6976,114.22227,80.56992
NLD,2016,,,,103.28676,113.75705,80.36484
NLD,2017,,,,104.22962,116.40947,84.98045
NLD,2018,,,,105.22103,115.22582,87.09785
NLD,2019,,,,106.09582,115.04066,
NLD,2020,,,,106.3324,115.16924,92.01218
NZL,1995,,,,101.5194,113.44566,58.25991
NZL,1996,,,,100.21506,115.62929,59.26177
NZL,1997,,,,101.45097,114.78357,
NZL,1998,,,,101.8014,112.55697,
NZL,1999,,,,100.5263,111.26162,
NZL,2000,,,,99.54072,110.76227,
NZL,2001,,,,97.79587,111.72712,
NZL,2002,,,,97.38499,116.0867,
NZL,2003,,,,98.43256,118.77449,
NZL,2004,,,,98.53342,116.58678,
NZL,2005,,,,99.71795,120.24765,
NZL,2006,,,,100.18019,118.43106,
NZL,2007,,,,100.60348,119.35342,
NZL,2008,,,,100.97975,117.09836,
NZL,2009,,,,101.06332,124.66021,
NZL,2010,,,,101.11094,119.06472,143.93001
NZL,2011,,,,99.77766,118.50483,132.06964
NZL,2012,,,,98.34792,117.10613,127.811874
NZL,2013,,,,97.944,115.2617,77.26279
NZL,2014,,,,97.6213,115.38464,77.9813
NZL,2015,,,,97.94278,114.74609,80.56338
NZL,2016,,,,98.82145,114.35969,81.77039
NZL,2017,,,,99.97476,114.59004,82.03322
NZL,2018,,,,101.07142,114.63883,82.98303
NZL,2019,,,,101.6777,123.14418,80.30255
NZL,2020,,,,102.29265,120.38187,79.90784
NOR,1998,97.69038,,,100.2591,117.60096,62.80467
NOR,1999,97.63311,,,100.75639,119.27005,66.36249
NOR,2000,97.92279,,,100.85066,116.06364,69.27863
NOR,2001,101.54751,,,100.86467,113.80095,70.22314
NOR,2002,102.71236,,,100.19949,112.37321,73.32669
NOR,2003,103.50533,,,99.98498,113.46353,79.06718
NOR,2004,102.60324,,,99.3522,115.38011,79.22767
NOR,2005,100.05779,95.87,100.0,98.5115,113.75949,78.52335
NOR,2006,97.57623,,,98.59501,113.94465,77.67086
NOR,2007,97.812,,,99.07673,113.58016,75.48997
NOR,2008,99.15969,,,99.26473,112.57491,72.59347
NOR,2009,101.26142,,,99.15568,111.31356,73.17962
NOR,2010,99.36022,,,99.08012,112.60663,73.49386
NOR,2011,97.66902,71.54,100.0,99.40241,112.18761,73.66792
NOR,2012,99.76106,,,99.88345,110.57043,73.57134
NOR,2013,101.04492,73.29,100.0,100.22356,113.18486,76.50003
NOR,2014,98.25799,77.56,99.42,99.82749,112.76671,77.5435
NOR,2015,97.96967,,,99.90493,114.64604,77.95894
NOR,2016,100.85543,,,100.22588,116.22799,80.54654
NOR,2017,101.03502,,,100.26021,116.87442,81.99235
NOR,2018,99.12391,,,100.07763,117.45009,83.01726
NOR,2019,100.50625,,,100.21533,118.62016,83.23069
NOR,1995,,,,98.48692,115.8196,54.14796
NOR,1996,,,,98.55949,115.60389,58.0536
NOR,1997,,,,84.33405,117.42446,61.50027
NOR,2020,,,,99.97871,118.97131,84.44367
POL,1995,95.18719,,,97.61652,93.97708,31.17898
POL,1996,97.98771,,,97.68398,93.91689,35.3491
POL,1997,99.13146,,,99.26991,97.14552,39.88995
POL,1998,97.37574,,,100.08759,97.66658,39.20111
POL,1999,96.57,,,99.083,99.08699,44.96652
POL,2000,95.68996,,,98.55718,100.10214,49.67465
POL,2001,97.52599,,,98.12753,101.62598,54.76167
POL,2002,97.12105,,,97.06549,103.79242,57.85644
POL,2003,97.93739,,,96.00685,105.69502,59.4831
POL,2004,98.0164,,,95.18025,97.55431,61.05694
POL,2005,94.62143,91.43,90.16,94.52988,99.58298,63.59458
POL,2006,93.37823,,,94.56269,98.65075,65.36472
POL,2007,93.11899,,,94.68037,98.08262,67.212
POL,2009,92.85269,,,95.52591,96.24036,72.31267
POL,2010,93.47019,,,96.52896,95.94371,74.75525
POL,2011,93.6315,91.5,97.48,97.48154,95.89886,74.65851
POL,2012,94.65113,,,99.98213,96.21341,73.96146
POL,2013,96.64032,92.33,98.33,100.33445,107.35098,71.8564
POL,2014,96.91202,92.31,97.61,100.14114,106.9047,68.44717
POL,2015,100.0444,,,,107.74312,66.94615
POL,2016,101.75036,,,,108.60433,67.00455
POL,2017,106.2427,,,100.0159,109.93363,67.82744
POL,2018,94.33352,,,96.88519,111.9702,68.6201
POL,2019,95.02264,,,97.17278,111.80084,69.18403
POL,2008,,,,94.79737,97.14995,70.22705
POL,2020,,,,84.13281,115.24439,70.47713
PRT,2018,99.57019,,,106.82673,120.83398,65.66266
PRT,2019,100.12519,,,107.39288,120.62121,67.9307
PRT,2005,,53.38,80.51,118.08152,97.93074,55.43176
PRT,2011,,66.3,89.98,110.76992,106.58557,68.42896
PRT,2013,,64.14,89.67,109.51831,119.45542,66.13674
PRT,2014,,65.12,93.93,108.10259,116.0811,65.50357
PRT,1995,,,,120.98411,102.96168,36.28978
PRT,1996,,,,121.03276,105.97133,38.72824
PRT,1998,,,,122.48754,105.79042,43.62882
PRT,1999,,,,122.14681,103.52392,44.91659
PRT,2000,,,,123.12032,104.74362,47.86975
PRT,2001,,,,122.93484,105.80063,50.6373
PRT,2002,,,,119.0269,107.33437,52.91068
PRT,2003,,,,119.46276,106.48391,54.84885
PRT,2004,,,,118.56912,95.06655,55.65271
PRT,2006,,,,118.0026,98.4939,55.39792
PRT,2007,,,,117.00543,101.96286,57.79474
PRT,2008,,,,115.68991,103.69304,61.6109
PRT,2009,,,,113.17334,105.90389,62.64161
PRT,2010,,,,111.58922,106.75214,65.60205
PRT,2012,,,,109.61748,108.7159,68.51029
PRT,2015,,,,106.96263,118.76918,61.75633
PRT,2016,,,,105.73752,118.02484,63.25565
PRT,2017,,,,106.18313,119.91319,63.93581
PRT,2020,,,,107.73741,119.73589,70.38209
SVK,1995,98.30158,,,99.93383,89.00797,18.55095
SVK,1996,96.78701,,,98.84378,90.97017,20.08966
SVK,1997,95.72351,,,97.96108,91.41161,21.82171
SVK,1998,98.03057,,,101.18277,84.07127,24.22185
SVK,1999,97.54325,,,101.11333,84.57762,25.92357
SVK,2000,96.26742,,,101.49387,85.61715,28.41184
SVK,2001,100.13052,,,101.56137,86.02515,30.06365
SVK,2002,97.50544,,,99.50024,87.9406,32.08026
SVK,2003,98.38575,,,98.50422,90.08665,33.88854
SVK,2004,96.92295,,,97.7449,92.56905,35.98146
SVK,2005,92.67681,96.11,99.67,98.21761,93.27786,40.35344
SVK,2006,93.2233,,,100.58846,92.68424,44.77801
SVK,2007,95.03367,,,103.00017,92.33735,50.18767
SVK,2008,97.41288,,,103.95,91.7409,53.75125
SVK,2009,99.14994,,,102.94312,91.67635,56.04681
SVK,2010,99.06212,,,101.44802,92.26112,57.06673
SVK,2011,96.09583,95.62,99.86,100.30396,92.5989,56.24748
SVK,2012,93.18823,,,100.52924,92.596,56.14001
SVK,2013,94.59078,94.92,100.0,100.58761,90.81761,54.36053
SVK,2014,96.30829,92.05,99.82,99.76804,90.67749,52.68478
SVK,2015,95.96458,,,98.493,90.98054,50.70005
SVK,2016,92.44306,,,97.85217,91.25234,47.79592
SVK,2017,91.90563,,,98.73205,91.06786,46.63439
SVK,2018,92.17269,,,99.70799,91.36261,45.36723
SVK,2019,95.22948,,,100.82279,90.80721,46.42902
SVK,2020,,,,102.10585,90.59732,47.62359
SVN,1995,93.84974,,,96.51746,89.98239,30.39881
SVN,1996,93.50417,,,97.70581,90.10968,33.52625
SVN,1997,94.98872,,,98.79487,91.7872,36.76768
SVN,1998,99.27718,,,99.01412,92.69851,45.8693
SVN,1999,99.40905,,,98.28314,99.38122,52.43987
SVN,2000,96.37517,,,97.31965,100.95146,55.21221
SVN,2001,96.57309,,,101.1889,106.61521,60.44275
SVN,2002,96.7696,,,105.2309,107.53721,66.28983
SVN,2003,101.90087,,,110.76275,109.05578,68.98807
SVN,2008,97.00967,,,98.6131,98.79871,85.51545
SVN,2009,96.05603,,,99.13549,98.74992,86.44243
SVN,2010,97.21167,,,99.49639,98.94939,89.15319
SVN,2011,96.34836,90.34,99.6,99.85341,98.89345,86.01755
SVN,2012,101.97225,,,100.29448,98.36042,87.01796
SVN,2013,99.29289,91.29,99.35,99.94418,111.06486,85.28806
SVN,2014,100.07333,93.25,100.0,99.71509,110.48546,82.23113
SVN,2015,98.08545,,,99.94983,110.32409,80.26099
SVN,2016,97.90015,,,99.83801,115.93011,77.84908
SVN,2017,95.69825,,,100.39674,115.60043,78.589
SVN,2018,97.39997,,,102.06222,114.48921,77.11312
SVN,2019,98.55384,,,103.01144,113.02622,77.88277
SVN,2005,,88.06,56.17,100.53746,97.18781,79.24755
SVN,2004,,,,98.9928,97.18862,72.36907
SVN,2006,,,,101.84752,96.97823,82.57848
SVN,2007,,,,98.27503,98.65697,84.57386
SVN,2020,,,,103.29754,111.97337,79.92084
KOR,1995,108.43698,,,103.30252,98.69452,48.32634
KOR,1997,97.09418,,,101.8404,99.21934,69.23929
KOR,1998,99.08753,,,102.76645,97.10824,66.52222
KOR,1999,103.68831,,,102.56433,96.30732,72.34547
KOR,2000,103.22698,,,100.62405,95.95925,76.6555
KOR,2001,99.65302,,,99.24331,95.61709,79.56944
KOR,2002,94.81356,,,98.92699,95.80931,82.14563
KOR,2003,100.86785,,,99.91718,96.49393,84.3598
KOR,2004,99.67647,,,100.25999,97.1923,87.48885
KOR,2005,97.84371,,,101.10885,97.0684,91.69358
KOR,2006,99.13932,,,101.73847,95.8076,97.05218
KOR,2007,101.09234,,,102.92038,95.24726,101.92818
KOR,2008,100.1077,,,102.88288,95.04555,104.09288
KOR,2009,101.62335,,,102.00398,95.97579,104.2781
KOR,2010,101.15867,,,101.71987,96.36496,102.79102
KOR,2011,102.97808,,,101.71196,96.89766,100.74714
KOR,2012,109.69977,,,100.33031,97.80176,97.42759
KOR,2013,103.1859,,,98.06349,99.36505,95.60864
KOR,2014,96.15532,,,98.30577,99.86733,94.85205
KOR,2015,101.4108,,,98.78454,100.0078,94.33984
KOR,2016,98.01557,,,97.71842,100.48505,94.03362
KOR,2017,91.35512,,,98.0886,100.33825,94.34969
KOR,2018,95.37677,,,99.60978,98.50636,95.86415
KOR,2019,105.23973,,,100.98945,95.86535,98.44619
KOR,1996,,,,102.90024,100.81208,53.73017
KOR,2020,,,,99.19842,96.03928,102.46736
ESP,2004,102.30026,,,103.64733,113.83044,66.09032
ESP,2006,96.65484,,,103.72332,117.33755,68.53449
ESP,2007,97.13748,,,104.15159,116.35605,68.75185
ESP,2008,97.29009,,,104.6608,115.52629,69.74542
ESP,2009,97.47839,,,104.58888,115.02879,71.58433
ESP,2010,96.78925,,,103.97558,119.11595,75.91095
ESP,2011,96.1533,63.89,90.36,104.55565,120.93325,80.03797
ESP,2012,99.32011,,,105.24018,122.83753,82.27033
ESP,2013,99.21613,66.55,90.61,108.19378,123.1873,83.72564
ESP,2014,100.1019,67.3,93.3,107.15204,123.37487,85.44627
ESP,2015,103.35968,,,106.36399,124.96066,85.61178
ESP,2016,101.20973,,,104.21417,126.19046,86.51608
ESP,2017,100.57255,,,102.71029,126.0045,88.85301
ESP,2018,98.52602,,,101.98935,126.17915,91.11257
ESP,2019,97.44148,,,102.40252,125.94529,92.88235
ESP,2005,,65.94,90.51,103.05699,117.34223,67.15335
ESP,1995,,,,105.08152,114.1104,45.729
ESP,1996,,,,104.77669,117.57322,47.67777
ESP,1997,,,,104.28286,115.18431,50.54775
ESP,1998,,,,104.42103,106.09796,52.83373
ESP,1999,,,,104.54669,107.8069,55.02773
ESP,2000,,,,104.50306,110.266,57.72711
ESP,2001,,,,104.02462,111.7833,59.78373
ESP,2002,,,,103.5991,111.85524,61.58797
ESP,2003,,,,103.42386,112.15225,63.96756
ESP,2020,,,,103.38329,124.83365,95.96487
SWE,1999,100.40517,,,109.90063,156.55138,63.55074
SWE,2000,99.55305,,,109.59968,151.85117,67.0748
SWE,2001,102.26167,,,109.66054,147.63322,70.26627
SWE,2002,102.59241,,,108.50175,143.92955,75.28257
SWE,2003,106.48901,,,107.28479,137.02493,81.41976
SWE,2004,104.08778,,,97.31768,103.29281,83.76122
SWE,2005,100.13361,92.47,99.04,95.80499,104.05971,81.95384
SWE,2006,95.60119,,,95.64809,103.56905,79.3248
SWE,2007,95.09411,,,96.69781,102.3869,74.83711
SWE,2008,94.2909,,,98.71492,101.3035,70.73696
SWE,2009,93.21915,,,99.90296,99.48973,70.74316
SWE,2010,96.71507,,,101.43764,98.12031,73.67311
SWE,2011,101.39794,93.57,99.13,100.42846,96.97975,72.8254
SWE,2012,102.67948,,,101.92393,98.14225,68.81765
SWE,2013,102.46185,93.93,99.63,120.42475,128.55638,63.21716
SWE,2014,101.0253,92.67,99.69,120.85811,132.94212,62.18059
SWE,2015,103.77177,,,122.93745,140.43677,62.28248
SWE,2016,105.22931,,,124.85105,144.90935,63.54802
SWE,2017,105.38628,,,126.57538,152.86069,66.98824
SWE,2018,104.12405,,,128.64354,151.70454,72.46117
SWE,2019,105.08608,,,126.16413,146.24632,77.32911
SWE,1995,,,,104.24093,130.74976,42.39878
SWE,1996,,,,104.38481,135.17647,45.96355
SWE,1997,,,,104.95322,139.16937,49.64133
SWE,1998,,,,110.15198,155.72368,51.96879
SWE,2020,,,,125.66649,145.62184,84.51622
CHE,1996,73.11729,,,98.10584,101.11494,32.39654
CHE,1999,95.60773,,,105.88007,95.8524,36.99367
CHE,2000,96.67293,,,106.68965,95.62875,37.77896
CHE,2001,98.05579,,,105.61872,95.33287,39.77228
CHE,2002,98.28719,,,104.62748,93.70814,40.94655
CHE,2003,98.4866,,,104.01816,93.78176,44.03967
CHE,2004,99.44709,,,103.3387,94.41706,45.60078
CHE,2005,96.96641,,,102.30718,95.45322,45.80415
CHE,2006,93.92943,,,101.98685,96.02689,46.5378
CHE,2007,93.3588,,,102.10811,95.91104,47.24253
CHE,2008,94.40711,,,102.54068,95.88605,48.83328
CHE,2009,96.10912,,,102.83444,95.60131,50.14809
CHE,2010,96.19563,,,102.84946,96.11023,52.93773
CHE,2011,96.65714,82.49,99.03,103.11392,96.41895,54.48452
CHE,2012,97.41051,,,103.15372,96.48052,55.52047
CHE,2013,96.85575,80.34,97.71,103.60148,98.89136,56.27015
CHE,2014,95.57646,79.2,99.4,103.48743,,57.22972
CHE,2015,95.77347,,,104.1842,101.47371,57.70735
CHE,2016,96.82687,,,104.62911,102.56538,58.04695
CHE,2017,97.15868,,,105.19068,102.48743,59.56299
CHE,2018,96.21008,,,105.47647,102.57068,61.37745
CHE,2019,96.36173,,,105.78728,102.34078,63.30806
CHE,1995,,,,96.06028,101.55832,31.3387
CHE,1998,,,,105.41258,95.87938,35.2897
CHE,2020,,,,106.16044,102.55647,65.33409
TUR,1995,93.95203,,,99.59507,62.29675,20.28063
TUR,2004,98.16688,43.50521,67.96503,103.2874,86.85767,30.98078
TUR,2005,102.61311,,,103.17626,83.93793,33.09504
TUR,2006,98.91187,,,102.62585,87.90325,36.9227
TUR,2007,97.34625,,,102.90472,90.3065,38.80711
TUR,2008,98.66828,56.49,86.56,102.50367,88.51843,40.22744
TUR,2009,98.7296,,,100.12716,80.04035,46.55458
TUR,2010,98.97466,,,101.29898,84.28303,56.37698
TUR,2011,101.24824,,,101.04956,88.3383,61.11636
TUR,2012,99.81992,,,98.6305,85.18469,69.77253
TUR,2014,91.39782,55.87489,92.33849,106.31295,102.87098,86.94416
TUR,2015,92.23309,,,103.0273,102.83774,95.31429
TUR,2017,89.7489,,,93.15498,105.99227,109.54924
TUR,2018,88.52778,,,94.91045,104.47883,113.21707
TUR,2019,90.84677,,,97.05747,104.11508,115.04206
TUR,1997,,,,99.53732,61.95838,23.98666
TUR,1999,,,,103.4232,71.69437,23.86259
TUR,2000,,,,103.40946,73.60044,
TUR,2001,,,,105.70014,83.78104,25.62334
TUR,2002,,,,106.66116,88.29371,26.55532
TUR,2003,,,,103.42783,90.08895,30.20878
TUR,2013,,,,107.15428,100.48372,79.56095
TUR,2016,,,,100.94765,102.74053,103.58207
TUR,2020,,,,96.54223,104.40614,117.11315
TUR,1998,,,,,,23.2543
GBR,2015,102.0105,,,101.92527,124.524,56.45849
GBR,2016,100.88255,,,101.33521,,58.42562
GBR,2017,100.12286,,,101.15456,125.85187,59.99557
GBR,2018,100.59746,,,100.99555,120.78358,61.38289
GBR,2019,101.59469,,,100.49146,118.73629,65.77336
GBR,2005,,91.39,100.0,106.38617,105.42197,58.9661
GBR,2011,,93.29,100.0,104.42571,93.76583,59.14593
GBR,2013,,93.64,100.0,107.112,123.77629,57.03876
GBR,2014,,,100.0,102.25555,126.3899,56.5645
GBR,1998,,,,100.79734,98.94206,55.54418
GBR,1999,,,,100.66856,101.16221,60.11243
GBR,2000,,,,100.35872,101.89601,58.47404
GBR,2001,,,,100.22992,101.78683,59.26847
GBR,2002,,,,99.82263,102.74328,62.56843
GBR,2003,,,,99.99332,102.0994,62.06856
GBR,2004,,,,105.93517,104.68904,59.35145
GBR,2006,,,,105.06858,98.24422,59.03244
GBR,2007,,,,103.2406,97.1942,58.49451
GBR,2008,,,,105.06189,98.33966,56.64391
GBR,2009,,,,104.25979,100.16977,57.90053
GBR,2010,,,,104.55491,102.90468,58.92335
GBR,2012,,,,106.24608,91.55276,59.40212
GBR,2020,,,,99.6552,116.87999,69.48373
GBR,1995,,,,,103.10129,48.25759
GBR,1996,,,,,102.00179,50.08433
GBR,1997,,,,,99.82121,53.28807
USA,2017,98.8322,94.27458,98.86367,101.82144,98.95234,88.16739
USA,2018,100.0927,,,101.25656,99.27558,88.29918
USA,2019,100.48905,,,100.9813,100.06343,87.88871
USA,2010,,90.11853,98.32961,,,
USA,2013,,91.55,98.55,99.45544,96.18649,88.72642
USA,2015,,93.02457,98.75433,100.29991,97.65255,88.88941
USA,2016,,93.70478,98.8131,101.36286,98.76993,88.83505
USA,1995,,,,104.10641,96.67399,79.16598
USA,1996,,,,103.55983,96.5443,78.79651
USA,1998,,,,102.56204,96.46503,71.81548
USA,1999,,,,101.93083,94.39196,72.71023
USA,2005,,,,101.87402,95.05248,80.63483
USA,2014,,,,99.67338,96.92454,88.62687
USA,2020,,,,100.30579,100.50982,87.56766
