Country,Year,GDP per Capita,Population(Million),Average Spending on Higher Education (USD/student),Government Expenditure On Education (%),Government Spending Teritary (% Gov Spending),Household Income per Capita,Number of Universities,Primary Enrollment rate (% gross),Secondary Enrollment rate (% gross),Tertiary Enrollment rate (% gross),Population with Tertiary Education (%)
DEU,2010,39675.0,81.776936,17293.09,4.94368,1.3,30704.5582517415,461,102.99588,103.97484,,26.133959
DEU,2011,42541.51,80.274981,17656.29,4.82487,1.4,32107.4926965654,461,102.46656,103.76242,,27.67141
DEU,2012,43359.54,80.425826,17144.21,4.95658,1.3,33295.3906269424,461,101.6142,102.16761,,28.956329
DEU,2013,44993.67,80.645605,16950.21,4.93539,1.3,34223.5237813673,461,100.83825,100.81089,61.38684,29.995255
DEU,2014,47011.28,80.982495,17145.03,4.92102,1.3,35129.6869781155,461,100.53864,99.71072,65.50391,28.422802
DEU,2015,47609.56,81.686608,17062.67,4.85515,1.3,35492.3964342778,461,101.66745,98.82264,67.74687,29.588667
DEU,2016,50579.48,82.348669,17800.29,4.83923,1.3,37893.9618546332,461,102.67756,98.812,69.58059,30.527618
DEU,2017,53071.48,82.657,18381.67,4.87183,1.3,39272.160169021,461,104.02236,98.40928,70.24665,31.308737
DEU,2018,55195.72,82.905788,19356.25,4.97577,,41169.929876663,461,103.89456,97.5935,70.34264,32.281734
DEU,2019,57411.52,83.092956,20223.18,5.11664,,42752.8355990874,461,102.51618,97.5406,73.52106,33.260235
DNK,1995,22711.79,5.227861,9849.415,7.47104,1.8,,81,100.40299,117.87118,45.44683,21.697596
DNK,1996,23746.22,5.261503,,7.88494,1.9,,81,100.64478,120.49135,47.79915,
DNK,1997,24928.3,5.28422,,,,,81,,,,
DNK,1998,25820.59,5.301304,,8.10675,2.1,,81,101.58511,123.47572,52.45497,26.84832
DNK,1999,26657.83,5.319111,,7.93116,2.3,,81,101.33479,125.09521,55.81919,28.630783
DNK,2000,28672.33,5.337344,11521.0,8.08434,2.4,,81,101.42744,126.98766,57.21831,29.295521
DNK,2001,29452.76,5.355082,,8.21545,2.6,,81,101.36166,130.96404,59.99788,31.066076
DNK,2002,30639.95,5.374255,,8.21303,2.6,,81,103.32261,126.25839,63.50836,32.359928
DNK,2003,30825.23,5.387174,,8.12193,2.4,,81,,126.40031,67.50428,35.009655
DNK,2004,32948.17,5.401177,,8.20763,2.4,,81,100.73233,123.58519,74.395,37.593121
DNK,2005,34152.88,5.415978,14867.33,8.08557,2.3,,81,98.73159,124.09972,80.37451,39.83181
DNK,2006,37333.85,5.434567,,7.72991,2.2,,81,99.30144,119.99984,79.01963,40.808071
DNK,2007,39021.41,5.457415,,7.6156,2.2,23709.7214556707,81,100.01467,118.75887,78.55219,36.185223
DNK,2008,41283.0,5.489022,17815.58,7.47605,2.1,24628.5000223929,81,99.61479,117.84123,75.68209,36.165295
DNK,2009,40332.52,5.519441,18928.49,8.44888,2.3,25269.4115683377,81,99.56537,117.97562,74.28376,37.435608
DNK,2010,43006.15,5.543819,19552.1,8.55955,2.3,27066.7323754663,81,99.58201,119.49685,73.59667,37.608952
DNK,2011,44407.94,5.566856,21888.02,8.48486,2.4,27671.8631486807,81,100.78067,122.69902,76.75835,38.600784
DNK,2012,44808.55,5.587085,,7.23782,2.2,28226.796578206,81,101.35656,123.40579,79.10832,40.192459
DNK,2013,46742.94,5.608784,15697.53,8.49443,2.3,29302.6636572859,81,101.54556,129.33804,80.93104,40.929459
DNK,2014,47905.48,5.639719,15626.23,7.63485,2.3,29543.8327968615,81,101.29423,129.32817,81.02908,42.130608
DNK,2015,49058.14,5.678348,,7.0104146,,30507.1829275656,81,101.45644,130.25186,82.12949,43.043034
DNK,2016,51967.02,5.724456,20434.92,7.47694,,31950.5301364607,81,101.80483,129.11949,81.05675,44.594067
DNK,2017,55356.49,5.760694,20178.83,7.75244,2.5,33441.2777459902,81,101.26809,129.07748,80.61602,45.537395
DNK,2018,57479.35,5.789957,21643.29,6.79278,,34714.1638787589,81,100.52391,129.74554,81.18335,45.83231
DNK,2019,59884.12,5.814461,23347.42,6.88858,,36126.0856648821,81,100.26767,129.88503,81.83976,47.097672
ESP,1995,16290.47,39.718895,4441.288,4.43463,0.8,,276,105.08152,114.1104,45.729,26.606691
ESP,1996,16982.18,39.884246,,4.45746,0.9,,276,104.77669,117.57322,47.67777,
ESP,1997,17916.03,40.049974,,,,,276,104.28286,115.18431,50.54775,29.557011
ESP,1998,19101.54,40.214066,,4.28786,0.8,,276,104.42103,106.09796,52.83373,31.182714
ESP,1999,19962.79,40.369667,,4.26044,0.9,,276,104.54669,107.8069,55.02773,32.381985
ESP,2000,21595.59,40.554387,6854.854,4.16605,0.9,,276,104.50306,110.266,57.72711,33.978283
ESP,2001,23001.08,40.766049,,4.11127,0.9,,276,104.02462,111.7833,59.78373,35.42757
ESP,2002,24376.33,41.42352,,4.13457,0.9,,276,103.5991,111.85524,61.58797,37.484509
ESP,2003,25042.29,42.196231,,4.17343,1.0,,276,103.42386,112.15225,63.96756,37.90205
ESP,2004,26182.04,42.859172,,4.15786,1.0,,276,103.64733,113.83044,66.09032,38.99802
ESP,2005,27600.94,43.662613,9924.17,4.14432,0.9,,276,103.05699,117.34223,67.15335,40.703537
ESP,2006,30743.71,44.360521,,4.18482,0.9,,276,103.72332,117.33755,68.53449,40.32674
ESP,2007,32467.04,45.236004,,4.25405,1.0,22364.8250364156,276,104.15159,116.35605,68.75185,40.025246
ESP,2008,33242.25,45.983169,13075.95,4.52806,1.0,23317.348625525,276,104.6608,115.52629,69.74542,40.047447
ESP,2009,32089.53,46.36755,13254.87,4.912,1.1,22991.2041823045,276,104.58888,115.02879,71.58433,39.458729
ESP,2010,31690.89,46.562483,13191.53,4.85608,1.1,22897.5511488067,276,103.97558,119.11595,75.91095,40.312317
ESP,2011,31872.36,46.736257,13024.6,4.89692,1.1,22982.971416413,276,104.55565,120.93325,80.03797,40.311493
ESP,2012,31724.79,46.766403,12083.02,4.46934,1.0,22402.2051335687,276,105.24018,122.83753,82.27033,40.386406
ESP,2013,32463.12,46.593236,12699.14,4.35102,1.0,23021.399352256,276,108.19378,123.1873,83.72564,41.089592
ESP,2014,33558.98,46.455123,12524.1,4.30338,1.0,23479.1030734388,276,107.15204,123.37487,85.44627,41.477402
ESP,2015,34945.48,46.410149,12663.99,4.28657,1.0,24640.7765484176,276,106.36399,124.96066,85.61178,40.959778
ESP,2016,37333.06,46.449874,12866.65,4.22764,0.9,26018.3906627201,276,104.21417,126.19046,86.51608,40.980919
ESP,2017,39601.48,46.532869,13430.39,4.20778,0.9,27136.4617871495,276,102.71029,126.0045,88.85301,42.644691
ESP,2018,40776.77,46.728814,13803.63,4.18157,,27746.2357558076,276,101.98935,126.17915,91.11257,44.259609
ESP,2019,43135.74,47.105358,14706.57,4.23409,,29804.618270424,276,102.40252,125.94529,92.88235,46.508266
EST,1995,6428.71,1.436634,,5.89866,1.0,,31,91.73921,102.44538,25.44992,
EST,1996,6845.25,1.415594,,6.05492,1.2,,31,95.49847,92.8376,40.18613,
EST,1997,7942.68,1.399535,,6.33788,1.2,,31,97.21466,,44.0633,30.224184
EST,1998,8408.65,1.386156,,6.23536,1.0,,31,99.56613,94.37927,47.32125,29.34997
EST,1999,8479.42,1.375654,,6.65249,1.1,,31,101.38303,93.7179,49.61477,28.589798
EST,2000,9394.1,1.396985,,5.33946,,,31,102.96704,93.82781,54.54407,28.721388
EST,2001,10282.28,1.388115,,5.22846,1.0,,31,103.77445,94.95307,58.66144,27.28639
EST,2002,11628.3,1.37935,,5.43461,1.1,,31,102.38053,97.68678,61.53721,26.233803
EST,2003,13090.45,1.37072,,5.2731,1.0,,31,101.18794,97.67468,64.39908,27.367912
EST,2004,14496.53,1.36255,,4.87675,0.8,,31,99.68179,100.0869,66.18384,27.564163
EST,2005,16584.41,1.354775,3837.837,4.81027,0.9,,31,98.90731,102.78908,67.9128,32.912037
EST,2006,19288.35,1.34681,,,,,31,97.70077,103.1119,67.86591,34.418907
EST,2007,22161.32,1.34068,,4.61991,1.0,13398.3938135673,31,98.90848,103.24273,67.67473,34.382347
EST,2008,22780.01,1.33709,5842.527,5.48404,1.1,15100.4988501364,31,101.61071,102.26793,66.44184,35.746883
EST,2009,20459.91,1.334515,4656.186,5.96005,1.3,14353.0411603165,31,103.06117,102.73762,66.63192,36.644875
EST,2010,21588.77,1.331475,6749.938,5.51779,1.2,14690.8505453895,31,103.03214,105.28926,68.18451,38.010132
EST,2011,24515.49,1.327439,8059.716,5.01449,1.2,15645.2209917286,31,101.71394,107.36883,70.36909,38.927837
EST,2012,25946.94,1.322696,8489.831,4.71772,1.0,16236.751515705,31,100.95449,107.81157,72.37507,40.079975
EST,2013,27418.69,1.317997,11797.95,4.84388,1.4,17465.7408318809,31,99.56826,108.16742,73.92123,40.439819
EST,2014,28917.83,1.314545,11964.51,4.39433,1.4,18319.1519276539,31,98.00723,108.4099,73.30776,40.421608
EST,2015,29222.75,1.314608,12905.99,5.14419,1.4,19321.3291478592,31,97.14641,111.04143,72.16762,40.508533
EST,2016,31310.15,1.31579,13042.96,5.15764,1.4,20727.3170053457,31,97.1178,115.01412,71.39045,41.048111
EST,2017,33867.8,1.317384,14523.48,4.96132,1.1,21826.4676290509,31,97.23017,116.87475,69.04592,43.041157
EST,2018,36488.64,1.321977,17484.67,5.26321,,23485.9900508542,31,97.66769,116.65174,70.36543,43.633705
EST,2019,39068.37,1.326855,17243.69,5.30191,,24916.1181632281,31,97.92819,115.60512,74.23199,42.760071
FIN,1995,19587.66,5.107787,9831.336,6.80991,1.9,,42,98.96893,115.37917,67.40026,
FIN,1996,20087.76,5.124573,,6.85898,1.9,,42,99.04809,115.73713,70.33548,
FIN,1997,21794.59,5.139839,,,,,42,99.20027,117.57525,73.39403,
FIN,1998,23577.49,5.153499,,,,,42,99.89593,117.4786,79.17264,
FIN,1999,24767.16,5.16547,,5.86993,2.0,,42,100.39503,120.41423,81.38203,
FIN,2000,26789.93,5.176203,10655.71,5.7093,1.9,,42,101.2672,124.57893,82.32955,38.671585
FIN,2001,27801.07,5.188005,,5.84025,1.9,,42,101.26402,127.12463,84.31597,
FIN,2002,28605.12,5.200598,,6.01678,2.0,,42,100.39057,128.79507,84.83998,
FIN,2003,29053.04,5.21301,,6.16744,2.0,,42,99.67439,131.5445,86.94398,37.934616
FIN,2004,31201.76,5.228173,,6.15758,2.0,,42,98.78333,110.73313,89.51747,38.172512
FIN,2005,32051.76,5.2461,12332.33,6.02507,1.9,,42,98.41798,111.78969,91.67952,37.541725
FIN,2006,34452.68,5.266266,,5.92838,1.9,,42,98.00863,111.45566,93.15745,38.451385
FIN,2007,37843.27,5.288719,,5.67126,1.8,24261.6248388968,42,98.5561,110.11398,93.75906,39.297249
FIN,2008,40083.7,5.313398,15525.89,5.8301,1.8,25978.2415448409,42,98.97755,108.60678,94.69184,38.289055
FIN,2009,37972.46,5.338867,16731.92,6.45956,2.1,26334.7298434393,42,99.21357,107.47555,91.29066,39.388084
FIN,2010,38954.13,5.363341,17172.83,6.50445,2.1,27630.5537928286,42,99.48232,107.58606,93.44781,39.207012
FIN,2011,40916.65,5.388272,18181.89,6.44505,2.1,28489.4495067786,42,99.75524,108.09777,94.91993,39.377258
FIN,2012,40872.85,5.413967,18045.93,7.14804,2.0,29373.983871873,42,100.34098,108.24276,92.87735,39.749657
FIN,2013,41492.92,5.438975,18017.69,7.12404,2.0,30093.2105440337,42,100.34415,144.28612,90.99419,39.992779
FIN,2014,41749.86,5.461507,17874.63,7.10237,2.0,30263.2133645628,42,100.62072,146.42757,88.88166,40.308151
FIN,2015,42490.21,5.479528,17619.86,7.03208,1.9,30849.1223441098,42,100.56079,150.01987,87.67987,40.524899
FIN,2016,44934.49,5.495297,17903.9,6.85153,1.8,32273.2230052653,42,100.41884,152.16286,86.97852,41.13372
FIN,2017,47570.27,5.508209,17726.42,6.36311,1.7,33377.1258240619,42,100.15464,153.96358,88.19783,41.253643
FIN,2018,49573.26,5.515525,18124.21,6.27542,,34675.1907182505,42,100.20511,154.82024,90.26176,41.313869
FIN,2019,51811.6,5.521605,18664.81,6.41711,,36302.8561410262,42,99.91573,145.31898,92.95501,41.820766
FRA,1995,20782.67,59.383991,,5.79073,1.0,,625,105.26588,113.96344,50.37703,25.39583
FRA,1996,21362.73,59.589289,,5.75672,1.0,,625,106.13069,112.58374,52.36428,
FRA,1997,22247.34,59.795263,,,,,625,105.12505,111.53984,53.33495,27.807184
FRA,1998,23363.98,60.011008,,5.68792,,,625,105.20645,110.55317,53.88354,29.644657
FRA,1999,24311.4,60.315406,,,,,625,100.80926,105.76618,51.4899,30.937677
FRA,2000,26099.74,60.72478,,,,,625,100.42826,105.59022,50.60308,31.375711
FRA,2001,27499.54,61.163237,,,,,625,100.38221,104.57111,50.44729,34.232525
FRA,2002,28528.16,61.60455,,,,,625,100.2493,103.18634,50.25169,36.053307
FRA,2003,28178.58,62.037544,,,,,625,99.97545,102.7721,52.31698,37.855179
FRA,2004,29065.22,62.4908,,,,,625,99.81118,102.22002,53.45763,38.220337
FRA,2005,30504.06,62.958328,11188.65,,,,625,104.63649,106.78168,53.88233,39.776222
FRA,2006,32472.26,63.393406,,,,,625,104.27885,106.92752,53.87542,41.416058
FRA,2007,34132.7,63.781275,,,,26992.0668668151,625,103.85978,106.69353,52.94754,41.444328
FRA,2008,35102.87,64.133174,14324.25,,,27756.5303694484,625,103.62215,106.43284,52.47552,40.825264
FRA,2009,34686.48,64.458715,14931.13,,,27878.783870168,625,103.04114,106.23923,52.7731,43.149895
FRA,2010,35910.2,64.773169,15144.2,5.658596,,29168.8848984543,625,102.76151,106.42494,54.88172,42.87175
FRA,2011,37447.95,65.087317,15585.49,5.482983,,29757.8903248459,625,102.6911,106.61064,55.62573,42.988277
FRA,2012,37684.2,65.402998,15392.09,5.456467,,30369.3747884718,625,102.52316,105.81358,57.90901,42.909988
FRA,2013,39528.47,65.735961,16233.88,5.500378,,31388.0207749005,625,102.27644,104.3766,59.84876,44.055721
FRA,2014,40144.06,66.276671,16353.8,5.512063,,31699.9141206895,625,101.28035,103.42583,61.51048,44.726288
FRA,2015,40829.89,66.512558,16257.15,5.464235,,31890.7023268608,625,101.98964,103.39604,62.78593,44.687599
FRA,2016,42855.94,66.688563,16477.16,5.419067,,33550.6700073678,625,102.26043,103.3081,64.72768,44.036968
FRA,2017,44444.93,66.883314,16870.73,5.4516,1.2,34316.3133231532,625,102.41722,103.75608,65.80223,44.34428
FRA,2018,46336.93,67.125071,17403.74,5.40717,,35280.4130143154,625,102.46441,103.77333,67.54352,46.937691
FRA,2019,50226.68,67.349922,18702.51,5.35443,,37576.941750325,625,102.53948,104.29299,68.3579,48.052528
GBR,1995,20593.59,58.024799,,4.83926,1.1,,337,,103.10129,48.25759,
GBR,1996,21947.22,58.164374,,4.37116,1.0,,337,,102.00179,50.08433,
GBR,1997,23070.56,58.314249,,,,,337,,99.82121,53.28807,24.681225
GBR,1998,23693.32,58.474943,,4.2107,0.9,,337,100.79734,98.94206,55.54418,25.98814
GBR,1999,24492.87,58.684427,,3.98918,0.8,,337,100.66856,101.16221,60.11243,27.681889
GBR,2000,26534.52,58.886065,,4.02315,0.7,,337,100.35872,101.89601,58.47404,28.901674
GBR,2001,27915.79,59.113016,,4.10855,0.7,,337,100.22992,101.78683,59.26847,30.066694
GBR,2002,29091.27,59.365677,,4.62854,1.0,,337,99.82263,102.74328,62.56843,31.410488
GBR,2003,30322.78,59.636662,,4.80574,0.9,,337,99.99332,102.0994,62.06856,33.321693
GBR,2004,32075.02,59.950364,,4.7294,0.9,,337,105.93517,104.68904,59.35145,34.897144
GBR,2005,32719.74,60.413276,,4.92918,1.1,,337,106.38617,105.42197,58.9661,35.345379
GBR,2006,34744.13,60.827067,,4.97326,1.0,,337,105.06858,98.24422,59.03244,41.8297
GBR,2007,35521.72,61.319075,,4.90883,0.9,26564.4881554604,337,103.2406,97.1942,58.49451,43.08427
GBR,2008,36734.68,61.823772,,4.88497,0.8,27163.0831779131,337,105.06189,98.33966,56.64391,43.337868
GBR,2009,35033.29,62.260486,,5.04632,0.7,26910.6475885457,337,104.25979,100.16977,57.90053,45.283749
GBR,2010,36495.79,62.759456,,5.66824,0.9,27632.9377767968,337,104.55491,102.90468,58.92335,46.046906
GBR,2011,37208.97,63.285145,,5.5596,1.2,27563.1040958994,337,104.42571,93.76583,59.14593,46.910782
GBR,2012,38340.22,63.70503,24111.71,5.659604,,28630.6462837624,337,106.24608,91.55276,59.40212,47.860847
GBR,2013,39968.1,64.105654,25613.55,5.50078,1.3,29252.6844068104,337,107.112,123.77629,57.03876,48.31358
GBR,2014,41281.54,64.596752,24345.55,5.56451,1.4,29726.9653840956,337,102.25555,126.3899,56.5645,49.185982
GBR,2015,42500.91,65.110034,26506.35,5.51411,1.3,30915.3038284633,337,101.92527,124.524,56.45849,49.943413
GBR,2016,44057.69,65.648054,26188.88,5.37533,1.4,31697.7679008483,337,101.33521,,58.42562,51.775383
GBR,2017,46061.35,66.040229,28042.59,5.38499,1.4,32417.6286543526,337,101.15456,125.85187,59.99557,51.624851
GBR,2018,47107.71,66.43555,29730.25,5.16799,,33296.7681524208,337,100.99555,120.78358,61.38289,50.752552
GBR,2019,49220.2,66.796807,30063.26,5.20775,,34823.1124761365,337,100.49146,118.73629,65.77336,51.809521
GRC,1995,15433.24,10.56216,3164.108,,,,66,92.44614,89.73269,35.95558,21.01083
GRC,1996,16149.88,10.608801,,,,,66,92.20223,89.69777,39.62036,22.062969
GRC,1997,17155.8,10.661264,,,,,66,92.64603,89.10859,43.48873,22.369493
GRC,1998,18034.13,10.720507,,2.89256,0.9,,66,95.13059,88.96726,44.67811,24.000118
GRC,1999,18464.73,10.761698,,3.02773,0.9,,66,96.72457,88.35295,46.38552,23.948622
GRC,2000,19519.98,10.805806,3575.023,3.23019,0.8,,66,97.60522,87.81149,50.78434,23.921938
GRC,2001,20958.78,10.862129,,3.36458,1.0,,66,96.32825,92.35897,58.03318,23.480356
GRC,2002,22615.96,10.902022,,3.42431,1.1,,66,97.38613,97.81795,64.92796,23.705975
GRC,2003,23897.76,10.928072,,3.42934,1.1,,66,97.95395,95.5515,70.00507,23.732121
GRC,2004,25460.56,10.955142,,3.66719,1.3,,66,98.68874,95.86619,76.22245,25.493637
GRC,2005,25577.45,10.987316,6319.722,3.96396,1.4,,66,97.83578,100.81749,85.31207,25.663805
GRC,2006,28547.22,11.020366,,,,,66,97.67706,100.76952,90.09834,27.022612
GRC,2007,29323.91,11.048466,,,,22952.8142421047,66,96.7938,98.19933,87.39504,28.066544
GRC,2008,30855.94,11.077839,,,,24398.7280588958,66,,,,28.454678
GRC,2009,30359.45,11.107017,,,,24535.0859587776,66,,,,29.599367
GRC,2010,27911.57,11.121344,,4.1056314,,22097.8895795815,66,98.51425,106.31763,103.79628,31.15996
GRC,2011,25671.41,11.1049,,4.4351273,,20129.6853964051,66,98.29024,103.18358,109.15926,32.736923
GRC,2012,24911.13,11.04501,3811.404,4.5145497,,18709.57591201,66,99.16412,104.5624,113.7406,34.977001
GRC,2013,25986.64,10.965209,3712.93,4.47596,,18672.503699539,66,98.9243,105.76723,116.37682,37.168961
GRC,2014,26625.16,10.892415,3880.677,4.2870097,,19285.9211138136,66,97.87486,102.28946,122.402,38.66687
GRC,2015,26760.28,10.820883,4102.882,3.66139,0.7,19593.3364027354,66,99.5263,102.2004,,40.063866
GRC,2016,27511.8,10.775966,,3.9702415,,20285.6228963863,66,99.27773,102.95685,131.54086,40.979172
GRC,2017,28604.83,10.754679,3300.047,3.47709,0.6,20670.2957565597,66,99.55348,104.49627,136.60257,42.479965
GRC,2018,29617.52,10.732877,3498.982,3.59734,,21202.7329067775,66,99.36643,104.8779,142.85204,42.821678
GRC,2019,31155.95,10.721584,4300.498,3.58803,,22824.5968002525,66,99.9662,108.07686,148.53088,42.406635
HUN,1995,9192.59,10.328967,6369.895,4.84749,0.9,,69,104.85791,89.10828,22.15632,
HUN,1996,9352.28,10.311235,,4.33475,0.7,,69,102.11482,91.41068,24.5864,
HUN,1997,9824.82,10.290475,,,,,69,100.57114,94.73255,26.23302,12.421801
HUN,1998,10398.34,10.266571,,4.40865,0.9,,69,100.64414,91.32131,30.092,13.942406
HUN,1999,10873.25,10.237527,,4.56705,0.9,,69,100.74745,93.90972,32.50023,13.718729
HUN,2000,11855.46,10.210965,6197.434,4.8684,1.0,,69,101.11991,96.13126,35.94101,14.693064
HUN,2001,13210.46,10.187578,,4.93101,1.0,,69,100.20521,98.45055,39.69805,14.780178
HUN,2002,14526.39,10.15861,,5.17923,1.1,,69,99.01557,100.09392,44.55069,14.986973
HUN,2003,15479.03,10.129554,,5.79115,1.2,,69,98.11929,102.21666,52.23563,16.786734
HUN,2004,16268.94,10.10714,,5.32658,1.0,,69,97.50033,95.95344,60.0567,18.881723
HUN,2005,17108.34,10.087064,,5.31888,1.0,,69,98.16444,96.26466,64.99212,19.573023
HUN,2006,18382.56,10.071374,,5.28812,1.0,,69,99.58309,96.09009,67.54416,20.717684
HUN,2007,19096.71,10.055778,,5.13345,1.0,13603.5164642203,69,99.00732,96.16716,68.28498,21.989632
HUN,2008,20721.5,10.038186,,4.96611,1.0,14139.7397830801,69,100.64125,96.04281,66.48384,23.960701
HUN,2009,20722.89,10.022647,,4.94466,1.1,14246.6040046809,69,101.07377,96.24977,64.60789,25.0688
HUN,2010,21741.55,10.00002,,4.72176,1.0,15220.7381879418,69,100.85631,97.08149,63.72239,26.019491
HUN,2011,23029.45,9.958824,,4.56133,1.1,16287.5735002264,69,100.0155,96.79927,62.59323,28.107714
HUN,2012,23267.45,9.920364,9039.39,4.14112,0.8,16531.7521255845,69,99.69793,98.06066,61.46318,30.430923
HUN,2013,24547.98,9.893083,10373.97,4.18773,0.9,17193.9172733869,69,99.98496,104.71535,57.06502,30.876373
HUN,2014,25691.53,9.866466,8647.33,4.6004,0.8,17543.0656817193,69,101.85692,104.18991,52.01587,32.109055
HUN,2015,26798.85,9.843025,8815.057,4.4941,0.6,17974.1857660738,69,102.32512,103.03062,48.96214,32.12635
